measuredAt,sensorId,temperature,humidity,pressure,tvoc,eCo2,co2,absolute_humidity
2022-09-12T00:02:00+0900,m5stack-bme280-device-scd30,28.37574,47.16992,,,,1475.0,13.066825731644366
2022-09-12T00:06:00+0900,m5stack-bme280-device-sgp30,,,,2860.0,1173.0,,
2022-09-12T00:09:00+0900,m5stack-bme280-device-scd30,28.28035,47.93515,,,,1469.0,13.20954927777474
2022-09-12T00:13:00+0900,m5stack-bme280-device-bme280,26.3188,52.20535,1012.318,,,,12.908619856271764
2022-09-12T00:16:00+0900,m5stack-bme280-device-sgp30,,,,2806.0,1157.0,,
2022-09-12T00:19:00+0900,m5stack-bme280-device-scd30,28.05708,48.91637,,,,1468.0,13.315762799979073
2022-09-12T00:23:00+0900,m5stack-bme280-device-bme280,26.1384,53.89551,1012.181,,,,13.193285218092283
2022-09-12T00:26:00+0900,m5stack-bme280-device-sgp30,,,,2867.0,1195.0,,
2022-09-12T00:29:00+0900,m5stack-bme280-device-scd30,28.19623,49.97745,,,,1525.0,13.708940732409108
2022-09-12T00:33:00+0900,m5stack-bme280-device-bme280,26.2724,54.05648,1012.173,,,,13.33185492994648
2022-09-12T00:36:00+0900,m5stack-bme280-device-sgp30,,,,2829.0,1161.0,,
2022-09-12T00:39:00+0900,m5stack-bme280-device-scd30,27.97786,49.42076,,,,1602.0,13.394629552348128
2022-09-12T00:43:00+0900,m5stack-bme280-device-bme280,26.2828,54.4318,1012.116,,,,13.432196199863718
2022-09-12T00:46:00+0900,m5stack-bme280-device-sgp30,,,,2781.0,1140.0,,
2022-09-12T00:49:00+0900,m5stack-bme280-device-scd30,27.89582,48.60518,,,,1597.0,13.114290511607722
2022-09-12T00:53:00+0900,m5stack-bme280-device-bme280,26.2892,53.89379,1012.047,,,,13.304171175245571
2022-09-12T00:56:00+0900,m5stack-bme280-device-sgp30,,,,2901.0,1195.0,,
2022-09-12T00:59:00+0900,m5stack-bme280-device-scd30,27.86927,48.57491,,,,1560.0,13.08699678514884
2022-09-12T01:03:00+0900,m5stack-bme280-device-bme280,25.6296,53.91953,1011.946,,,,12.829342727676774
2022-09-12T01:06:00+0900,m5stack-bme280-device-sgp30,,,,2842.0,1174.0,,
2022-09-12T01:09:00+0900,m5stack-bme280-device-scd30,27.78011,49.61845,,,,1552.0,13.302715428184204
2022-09-12T01:13:00+0900,m5stack-bme280-device-bme280,25.2164,55.08637,1011.813,,,,12.806894158640146
2022-09-12T01:16:00+0900,m5stack-bme280-device-sgp30,,,,2765.0,1150.0,,
2022-09-12T01:19:00+0900,m5stack-bme280-device-scd30,27.70905,50.79125,,,,1538.0,13.563965246710996
2022-09-12T01:23:00+0900,m5stack-bme280-device-bme280,25.1564,56.18555,1011.827,,,,13.018502900390288
2022-09-12T01:26:00+0900,m5stack-bme280-device-sgp30,,,,9607.0,2464.0,,
2022-09-12T01:29:00+0900,m5stack-bme280-device-scd30,27.72077,51.33845,,,,1516.0,13.71894948480551
2022-09-12T01:33:00+0900,m5stack-bme280-device-bme280,25.4,56.18914,1011.746,,,,13.1985257569157
2022-09-12T01:36:00+0900,m5stack-bme280-device-sgp30,,,,7128.0,2117.0,,
2022-09-12T01:39:00+0900,m5stack-bme280-device-scd30,27.89256,51.44102,,,,1496.0,13.87694747406925
2022-09-12T01:43:00+0900,m5stack-bme280-device-bme280,25.7284,54.36828,1011.624,,,,13.00781310405992
2022-09-12T01:46:00+0900,m5stack-bme280-device-sgp30,,,,6171.0,1922.0,,
2022-09-12T01:49:00+0900,m5stack-bme280-device-scd30,27.65609,51.09372,,,,1473.0,13.604989086067103
2022-09-12T01:53:00+0900,m5stack-bme280-device-bme280,25.4732,56.20461,1011.588,,,,13.25643414024327
2022-09-12T01:56:00+0900,m5stack-bme280-device-sgp30,,,,5469.0,1806.0,,
2022-09-12T01:59:00+0900,m5stack-bme280-device-scd30,27.37778,51.80876,,,,1462.0,13.585222250068629
2022-09-12T02:03:00+0900,m5stack-bme280-device-bme280,25.7432,56.64988,1011.59,,,,13.564915842709574
2022-09-12T02:06:00+0900,m5stack-bme280-device-sgp30,,,,4894.0,1700.0,,
2022-09-12T02:09:00+0900,m5stack-bme280-device-scd30,27.47925,51.12864,,,,1461.0,13.48218312096145
2022-09-12T02:13:00+0900,m5stack-bme280-device-bme280,25.7548,56.42727,1011.416,,,,13.520377690777732
2022-09-12T02:16:00+0900,m5stack-bme280-device-sgp30,,,,4301.0,1591.0,,
2022-09-12T02:19:00+0900,m5stack-bme280-device-scd30,27.08018,50.56008,,,,1444.0,13.041464758056971
2022-09-12T02:23:00+0900,m5stack-bme280-device-bme280,25.716,56.31168,1011.36,,,,13.463439275045328
2022-09-12T02:26:00+0900,m5stack-bme280-device-sgp30,,,,3902.0,1531.0,,
2022-09-12T02:29:00+0900,m5stack-bme280-device-scd30,27.31102,50.81177,,,,1436.0,13.274753924783726
2022-09-12T02:33:00+0900,m5stack-bme280-device-bme280,25.808,56.39528,1011.49,,,,13.55295637133776
2022-09-12T02:36:00+0900,m5stack-bme280-device-sgp30,,,,3464.0,1441.0,,
2022-09-12T02:39:00+0900,m5stack-bme280-device-scd30,27.25583,49.99839,,,,1426.0,13.02247996388037
2022-09-12T02:43:00+0900,m5stack-bme280-device-bme280,25.58,57.0,1011.584,,,,13.52469331226258
2022-09-12T02:46:00+0900,m5stack-bme280-device-sgp30,,,,3078.0,1360.0,,
2022-09-12T02:49:00+0900,m5stack-bme280-device-scd30,27.14071,50.59145,,,,1417.0,13.093335557231232
2022-09-12T02:53:00+0900,m5stack-bme280-device-bme280,25.1928,55.79562,1011.607,,,,12.954608892182016
2022-09-12T02:56:00+0900,m5stack-bme280-device-sgp30,,,,2935.0,1300.0,,
2022-09-12T02:59:00+0900,m5stack-bme280-device-scd30,27.47376,51.02183,,,,1407.0,13.44994333219262
2022-09-12T03:03:00+0900,m5stack-bme280-device-bme280,25.4052,54.64957,1011.564,,,,12.840631807720118
2022-09-12T03:06:00+0900,m5stack-bme280-device-sgp30,,,,2757.0,1219.0,,
2022-09-12T03:09:00+0900,m5stack-bme280-device-scd30,27.50106,51.07303,,,,1386.0,13.483734306799082
2022-09-12T03:13:00+0900,m5stack-bme280-device-bme280,24.5684,55.53125,1011.52,,,,12.4479568943027
2022-09-12T03:16:00+0900,m5stack-bme280-device-sgp30,,,,2569.0,1138.0,,
2022-09-12T03:19:00+0900,m5stack-bme280-device-scd30,27.18507,51.71899,,,,1377.0,13.418030087389615
2022-09-12T03:23:00+0900,m5stack-bme280-device-bme280,24.7784,56.19734,1011.416,,,,12.747296142607825
2022-09-12T03:26:00+0900,m5stack-bme280-device-sgp30,,,,2390.0,1060.0,,
2022-09-12T03:29:00+0900,m5stack-bme280-device-scd30,27.14902,52.23312,,,,1361.0,13.524424013281122
2022-09-12T03:33:00+0900,m5stack-bme280-device-bme280,24.8504,56.80145,1011.449,,,,12.936675579115766
2022-09-12T03:36:00+0900,m5stack-bme280-device-sgp30,,,,2235.0,986.0,,
2022-09-12T03:39:00+0900,m5stack-bme280-device-scd30,27.16,52.28526,,,,1356.0,13.546148914036005
2022-09-12T03:43:00+0900,m5stack-bme280-device-bme280,25.3684,56.67586,1011.37,,,,13.289287015115514
2022-09-12T03:46:00+0900,m5stack-bme280-device-sgp30,,,,2091.0,911.0,,
2022-09-12T03:49:00+0900,m5stack-bme280-device-scd30,27.34455,52.18404,,,,1343.0,13.658539134807162
2022-09-12T03:53:00+0900,m5stack-bme280-device-bme280,25.5968,56.57973,1011.308,,,,13.437605524989664
2022-09-12T03:56:00+0900,m5stack-bme280-device-sgp30,,,,1958.0,854.0,,
2022-09-12T03:59:00+0900,m5stack-bme280-device-scd30,27.48949,51.78426,,,,1338.0,13.662781503736891
2022-09-12T04:03:00+0900,m5stack-bme280-device-bme280,25.464,56.78297,1011.386,,,,13.385944027688328
2022-09-12T04:06:00+0900,m5stack-bme280-device-sgp30,,,,1883.0,836.0,,
2022-09-12T04:09:00+0900,m5stack-bme280-device-scd30,27.49527,52.28119,,,,1325.0,13.798291100776025
2022-09-12T04:13:00+0900,m5stack-bme280-device-bme280,25.6812,57.94465,1011.424,,,,13.82692232420784
2022-09-12T04:16:00+0900,m5stack-bme280-device-sgp30,,,,1882.0,833.0,,
2022-09-12T04:19:00+0900,m5stack-bme280-device-scd30,27.7037,52.44081,,,,1321.0,14.000359265485056
2022-09-12T04:23:00+0900,m5stack-bme280-device-bme280,25.4632,58.22152,1011.37,,,,13.724450694382654
2022-09-12T04:26:00+0900,m5stack-bme280-device-sgp30,,,,1803.0,811.0,,
2022-09-12T04:29:00+0900,m5stack-bme280-device-scd30,27.59882,52.83186,,,,1316.0,14.02347957911613
2022-09-12T04:33:00+0900,m5stack-bme280-device-bme280,25.7616,59.1325,1011.491,,,,14.173957726900449
2022-09-12T04:36:00+0900,m5stack-bme280-device-sgp30,,,,1698.0,786.0,,
2022-09-12T04:39:00+0900,m5stack-bme280-device-scd30,27.68709,51.91905,,,,1324.0,13.848386093141135
2022-09-12T04:43:00+0900,m5stack-bme280-device-bme280,25.7712,58.89605,1011.58,,,,14.124859634570878
2022-09-12T04:46:00+0900,m5stack-bme280-device-sgp30,,,,1605.0,760.0,,
2022-09-12T04:49:00+0900,m5stack-bme280-device-scd30,27.6684,51.49138,,,,1323.0,13.720178881105811
2022-09-12T04:53:00+0900,m5stack-bme280-device-bme280,25.7036,57.93394,1011.626,,,,13.841699137487852
2022-09-12T04:57:00+0900,m5stack-bme280-device-sgp30,,,,1504.0,729.0,,
2022-09-12T05:00:00+0900,m5stack-bme280-device-scd30,27.51278,51.30479,,,,1331.0,13.553680986451589
2022-09-12T05:04:00+0900,m5stack-bme280-device-bme280,25.642,57.85574,1011.649,,,,13.775460474387687
2022-09-12T05:07:00+0900,m5stack-bme280-device-sgp30,,,,1445.0,714.0,,
2022-09-12T05:10:00+0900,m5stack-bme280-device-scd30,27.41012,51.8375,,,,1326.0,13.617050711367355
2022-09-12T05:14:00+0900,m5stack-bme280-device-bme280,25.7436,58.55563,1011.726,,,,14.021564714386082
2022-09-12T05:17:00+0900,m5stack-bme280-device-sgp30,,,,2229.0,877.0,,
2022-09-12T05:20:00+0900,m5stack-bme280-device-scd30,27.69866,53.44798,,,,1328.0,14.265287149784395
2022-09-12T05:24:00+0900,m5stack-bme280-device-bme280,25.7752,58.87645,1011.803,,,,14.1233167453098
2022-09-12T05:27:00+0900,m5stack-bme280-device-sgp30,,,,2010.0,826.0,,
2022-09-12T05:30:00+0900,m5stack-bme280-device-scd30,27.66068,53.19451,,,,1340.0,14.167960095984157
2022-09-12T05:34:00+0900,m5stack-bme280-device-bme280,25.5184,58.40184,1011.776,,,,13.80959715355846
2022-09-12T05:37:00+0900,m5stack-bme280-device-sgp30,,,,1945.0,809.0,,
2022-09-12T05:40:00+0900,m5stack-bme280-device-scd30,27.64496,53.19417,,,,1350.0,14.155602384635513
2022-09-12T05:44:00+0900,m5stack-bme280-device-bme280,25.6932,59.13707,1011.804,,,,14.12093678197431
2022-09-12T05:47:00+0900,m5stack-bme280-device-sgp30,,,,1842.0,786.0,,
2022-09-12T05:50:00+0900,m5stack-bme280-device-scd30,27.67003,52.76303,,,,1365.0,14.060280098144128
2022-09-12T05:54:00+0900,m5stack-bme280-device-bme280,25.7708,59.79391,1011.797,,,,14.339869995264996
2022-09-12T05:57:00+0900,m5stack-bme280-device-sgp30,,,,1746.0,760.0,,
2022-09-12T06:00:00+0900,m5stack-bme280-device-scd30,27.62137,51.96584,,,,1368.0,13.81076245388668
2022-09-12T06:04:00+0900,m5stack-bme280-device-bme280,25.642,59.04129,1011.9,,,,14.057740109310869
2022-09-12T06:07:00+0900,m5stack-bme280-device-sgp30,,,,1636.0,733.0,,
2022-09-12T06:10:00+0900,m5stack-bme280-device-scd30,27.43297,51.93024,,,,1370.0,13.658629472039316
2022-09-12T06:14:00+0900,m5stack-bme280-device-bme280,25.54,59.01375,1012.031,,,,13.971179658987236
2022-09-12T06:17:00+0900,m5stack-bme280-device-sgp30,,,,1794.0,779.0,,
2022-09-12T06:20:00+0900,m5stack-bme280-device-scd30,27.55209,53.56615,,,,1371.0,14.18180034603554
2022-09-12T06:24:00+0900,m5stack-bme280-device-bme280,26.098,62.23211,1012.204,,,,15.199757613392103
2022-09-12T06:27:00+0900,m5stack-bme280-device-sgp30,,,,1036.0,652.0,,
2022-09-12T06:30:00+0900,m5stack-bme280-device-scd30,28.2716,57.73773,,,,1034.0,15.90322526960615
2022-09-12T06:34:00+0900,m5stack-bme280-device-bme280,26.698,68.56414,1012.288,,,,17.31474900468689
2022-09-12T06:37:00+0900,m5stack-bme280-device-sgp30,,,,425.0,451.0,,
2022-09-12T06:40:00+0900,m5stack-bme280-device-scd30,28.63031,59.06584,,,,781.0,16.591822654700962
2022-09-12T06:44:00+0900,m5stack-bme280-device-bme280,26.8236,72.33402,1012.361,,,,18.394502856201136
2022-09-12T06:47:00+0900,m5stack-bme280-device-sgp30,,,,249.0,400.0,,
