measuredAt,sensorId,temperature,humidity,pressure,tvoc,eCo2,co2,absolute_humidity
2022-02-28T00:02:00+0900,m5stack-bme280-device-bme280,25.17,28.86305,1020.337,,,,6.692838729664281
2022-02-28T00:05:00+0900,m5stack-bme280-device-sgp30,,,,2289.0,1318.0,,
2022-02-28T00:08:00+0900,m5stack-bme280-device-scd30,27.81853,27.56483,,,,1142.0,7.405780298657239
2022-02-28T00:12:00+0900,m5stack-bme280-device-bme280,25.474,28.40914,1020.289,,,,6.700887611389339
2022-02-28T00:15:00+0900,m5stack-bme280-device-sgp30,,,,3049.0,1728.0,,
2022-02-28T00:18:00+0900,m5stack-bme280-device-scd30,27.38906,27.60883,,,,1123.0,7.244060168104359
2022-02-28T00:22:00+0900,m5stack-bme280-device-bme280,24.854,28.87883,1020.364,,,,6.578560618959802
2022-02-28T00:25:00+0900,m5stack-bme280-device-sgp30,,,,4539.0,2098.0,,
2022-02-28T00:28:00+0900,m5stack-bme280-device-scd30,27.2769,27.63477,,,,1108.0,7.206082782173751
2022-02-28T00:32:00+0900,m5stack-bme280-device-bme280,24.98,28.5607,1020.461,,,,6.552384268852758
2022-02-28T00:35:00+0900,m5stack-bme280-device-sgp30,,,,3873.0,1892.0,,
2022-02-28T00:38:00+0900,m5stack-bme280-device-scd30,27.54764,27.15047,,,,1102.0,7.186405344626651
2022-02-28T00:42:00+0900,m5stack-bme280-device-bme280,25.2572,28.01113,1020.713,,,,6.52716999936641
2022-02-28T00:45:00+0900,m5stack-bme280-device-sgp30,,,,3319.0,1756.0,,
2022-02-28T00:48:00+0900,m5stack-bme280-device-scd30,27.69125,26.66728,,,,1097.0,7.1146030105591045
2022-02-28T00:52:00+0900,m5stack-bme280-device-bme280,24.76,28.28543,1020.788,,,,6.409363813338096
2022-02-28T00:55:00+0900,m5stack-bme280-device-sgp30,,,,3046.0,1642.0,,
2022-02-28T00:58:00+0900,m5stack-bme280-device-scd30,27.01521,27.15937,,,,1113.0,6.980335807725499
2022-02-28T01:02:00+0900,m5stack-bme280-device-bme280,24.2784,28.56609,1020.934,,,,6.299372433125545
2022-02-28T01:05:00+0900,m5stack-bme280-device-sgp30,,,,2857.0,1525.0,,
2022-02-28T01:08:00+0900,m5stack-bme280-device-scd30,26.00345,27.73115,,,,1145.0,6.737510193907153
2022-02-28T01:12:00+0900,m5stack-bme280-device-bme280,23.5296,29.07957,1020.951,,,,6.145983013700497
2022-02-28T01:15:00+0900,m5stack-bme280-device-sgp30,,,,2786.0,1458.0,,
2022-02-28T01:18:00+0900,m5stack-bme280-device-scd30,25.49683,28.05583,,,,1154.0,6.62602176802971
2022-02-28T01:22:00+0900,m5stack-bme280-device-bme280,23.3072,29.10473,1021.114,,,,6.073913010776631
2022-02-28T01:25:00+0900,m5stack-bme280-device-sgp30,,,,2731.0,1411.0,,
2022-02-28T01:28:00+0900,m5stack-bme280-device-scd30,25.21229,28.21104,,,,1161.0,6.557201818439362
2022-02-28T01:32:00+0900,m5stack-bme280-device-bme280,23.0348,29.27492,1021.18,,,,6.015244048144934
2022-02-28T01:35:00+0900,m5stack-bme280-device-sgp30,,,,2646.0,1362.0,,
2022-02-28T01:38:00+0900,m5stack-bme280-device-scd30,24.89185,28.40263,,,,1176.0,6.483882657652876
2022-02-28T01:42:00+0900,m5stack-bme280-device-bme280,22.7784,29.82184,1021.144,,,,6.038482292212035
2022-02-28T01:45:00+0900,m5stack-bme280-device-sgp30,,,,2602.0,1341.0,,
2022-02-28T01:48:00+0900,m5stack-bme280-device-scd30,24.81738,28.63736,,,,1303.0,6.5101167109839
