measuredAt,sensorId,temperature,humidity,pressure,tvoc,eCo2,co2,absolute_humidity
2021-05-31T00:00:00+0900,m5stack-bme280-device-sgp30,,,,3131.0,1645.0,,
2021-05-31T00:00:57+0900,m5stack-bme280-device-bme280,24.6952,50.05254,1009.983,,,,11.30036170920128
2021-05-31T00:01:00+0900,m5stack-bme280-device-sgp30,,,,3152.0,1654.0,,
2021-05-31T00:00:58+0900,m5stack-bme280-device-scd30,26.67963,44.00313,,,,2395.0,11.100943047056305
2021-05-31T00:01:57+0900,m5stack-bme280-device-bme280,24.648,50.37812,1009.96,,,,11.343641903788075
2021-05-31T00:02:00+0900,m5stack-bme280-device-sgp30,,,,3190.0,1666.0,,
2021-05-31T00:01:54+0900,m5stack-bme280-device-scd30,26.68275,44.09459,,,,2389.0,11.125943108699722
2021-05-31T00:02:57+0900,m5stack-bme280-device-bme280,24.6204,50.63781,1009.937,,,,11.38438298183226
2021-05-31T00:03:00+0900,m5stack-bme280-device-sgp30,,,,3210.0,1670.0,,
2021-05-31T00:02:57+0900,m5stack-bme280-device-scd30,26.69121,44.19691,,,,2386.0,11.156998864229768
2021-05-31T00:03:57+0900,m5stack-bme280-device-bme280,24.6164,50.84016,1009.924,,,,11.427296938461234
2021-05-31T00:04:00+0900,m5stack-bme280-device-sgp30,,,,3203.0,1670.0,,
2021-05-31T00:04:00+0900,m5stack-bme280-device-scd30,26.70159,44.29143,,,,2384.0,11.187303229348386
2021-05-31T00:04:57+0900,m5stack-bme280-device-bme280,24.6288,51.09988,1009.934,,,,11.493709274519126
2021-05-31T00:05:00+0900,m5stack-bme280-device-sgp30,,,,3222.0,1673.0,,
2021-05-31T00:04:56+0900,m5stack-bme280-device-scd30,26.7099,44.42054,,,,2382.0,11.22509052394835
2021-05-31T00:05:57+0900,m5stack-bme280-device-bme280,24.6536,51.28754,1009.968,,,,11.552063193992376
2021-05-31T00:06:00+0900,m5stack-bme280-device-sgp30,,,,3238.0,1674.0,,
2021-05-31T00:05:59+0900,m5stack-bme280-device-scd30,26.72711,44.53125,,,,2380.0,11.263820142028596
2021-05-31T00:06:57+0900,m5stack-bme280-device-bme280,24.6772,51.11305,1009.976,,,,11.52808971505828
2021-05-31T00:07:00+0900,m5stack-bme280-device-sgp30,,,,3186.0,1658.0,,
2021-05-31T00:06:55+0900,m5stack-bme280-device-scd30,26.73408,44.44741,,,,2378.0,11.246962801343503
2021-05-31T00:07:57+0900,m5stack-bme280-device-bme280,24.6924,50.66516,1009.965,,,,11.43686769065348
2021-05-31T00:08:00+0900,m5stack-bme280-device-sgp30,,,,3107.0,1634.0,,
2021-05-31T00:07:58+0900,m5stack-bme280-device-scd30,26.72177,44.21065,,,,2377.0,11.17941350272264
2021-05-31T00:08:57+0900,m5stack-bme280-device-bme280,24.7004,50.15309,1009.949,,,,11.326382219296883
2021-05-31T00:09:00+0900,m5stack-bme280-device-sgp30,,,,3056.0,1624.0,,
2021-05-31T00:08:54+0900,m5stack-bme280-device-scd30,26.69506,43.97524,,,,2379.0,11.103413475491918
2021-05-31T00:09:57+0900,m5stack-bme280-device-bme280,24.6952,49.66414,1009.931,,,,11.212672643114848
2021-05-31T00:10:00+0900,m5stack-bme280-device-sgp30,,,,3042.0,1620.0,,
2021-05-31T00:09:57+0900,m5stack-bme280-device-scd30,26.65442,43.70965,,,,2385.0,11.01148197103465
2021-05-31T00:10:57+0900,m5stack-bme280-device-bme280,24.6692,49.18832,1009.916,,,,11.088981690586715
2021-05-31T00:11:00+0900,m5stack-bme280-device-sgp30,,,,3031.0,1608.0,,
2021-05-31T00:11:00+0900,m5stack-bme280-device-scd30,26.61065,43.48212,,,,2390.0,10.9275674326144
2021-05-31T00:11:57+0900,m5stack-bme280-device-bme280,24.6172,48.91754,1009.915,,,,10.995647500938668
2021-05-31T00:12:00+0900,m5stack-bme280-device-sgp30,,,,3033.0,1619.0,,
2021-05-31T00:11:56+0900,m5stack-bme280-device-scd30,26.57846,43.39337,,,,2390.0,10.885780430431913
2021-05-31T00:12:57+0900,m5stack-bme280-device-bme280,24.5524,49.06945,1009.916,,,,10.989545388185013
2021-05-31T00:13:00+0900,m5stack-bme280-device-sgp30,,,,3071.0,1643.0,,
2021-05-31T00:12:59+0900,m5stack-bme280-device-scd30,26.55131,43.40617,,,,2387.0,10.872577358107304
2021-05-31T00:13:57+0900,m5stack-bme280-device-bme280,24.508,49.45778,1009.916,,,,11.048793420003948
2021-05-31T00:14:00+0900,m5stack-bme280-device-sgp30,,,,3119.0,1651.0,,
2021-05-31T00:13:55+0900,m5stack-bme280-device-scd30,26.55354,43.51323,,,,2386.0,10.900744953072085
2021-05-31T00:14:57+0900,m5stack-bme280-device-bme280,24.4876,49.76305,1009.923,,,,11.104194757451037
2021-05-31T00:15:00+0900,m5stack-bme280-device-sgp30,,,,3131.0,1653.0,,
2021-05-31T00:14:58+0900,m5stack-bme280-device-scd30,26.56867,43.6409,,,,2385.0,10.94192325230677
2021-05-31T00:15:57+0900,m5stack-bme280-device-bme280,24.4868,49.99113,1009.918,,,,11.15458501474346
2021-05-31T00:16:00+0900,m5stack-bme280-device-sgp30,,,,3122.0,1655.0,,
2021-05-31T00:15:54+0900,m5stack-bme280-device-scd30,26.57564,43.75187,,,,2383.0,10.973995257398943
2021-05-31T00:16:57+0900,m5stack-bme280-device-bme280,24.5004,50.26215,1009.912,,,,11.223672193652938
2021-05-31T00:17:00+0900,m5stack-bme280-device-sgp30,,,,3128.0,1659.0,,
2021-05-31T00:16:57+0900,m5stack-bme280-device-scd30,26.58603,43.91251,,,,2381.0,11.02064716629093
2021-05-31T00:17:57+0900,m5stack-bme280-device-bme280,24.518,50.54184,1009.91,,,,11.29734598370161
2021-05-31T00:18:00+0900,m5stack-bme280-device-sgp30,,,,3141.0,1660.0,,
2021-05-31T00:18:00+0900,m5stack-bme280-device-scd30,26.60576,44.08061,,,,2380.0,11.074966473278762
2021-05-31T00:18:57+0900,m5stack-bme280-device-bme280,24.5372,50.80746,1009.908,,,,11.369032056464766
2021-05-31T00:19:00+0900,m5stack-bme280-device-sgp30,,,,3148.0,1663.0,,
2021-05-31T00:18:56+0900,m5stack-bme280-device-scd30,26.61926,44.22209,,,,2377.0,11.118846523374652
2021-05-31T00:19:57+0900,m5stack-bme280-device-bme280,24.56,51.03961,1009.91,,,,11.435683644939871
2021-05-31T00:20:00+0900,m5stack-bme280-device-sgp30,,,,3143.0,1664.0,,
2021-05-31T00:19:59+0900,m5stack-bme280-device-scd30,26.6375,44.36696,,,,2373.0,11.166577269610446
2021-05-31T00:20:57+0900,m5stack-bme280-device-bme280,24.5784,51.28441,1009.905,,,,11.502467665384872
2021-05-31T00:21:00+0900,m5stack-bme280-device-sgp30,,,,3147.0,1664.0,,
2021-05-31T00:20:55+0900,m5stack-bme280-device-scd30,26.65619,44.49073,,,,2371.0,11.209355858782551
2021-05-31T00:21:57+0900,m5stack-bme280-device-bme280,24.5976,51.39625,1009.906,,,,11.540044872471496
2021-05-31T00:22:00+0900,m5stack-bme280-device-sgp30,,,,3125.0,1657.0,,
2021-05-31T00:21:58+0900,m5stack-bme280-device-scd30,26.66762,44.53862,,,,2366.0,11.22854520816925
2021-05-31T00:22:57+0900,m5stack-bme280-device-bme280,24.624,51.10527,1009.914,,,,11.491810282990375
2021-05-31T00:23:00+0900,m5stack-bme280-device-sgp30,,,,3079.0,1640.0,,
2021-05-31T00:22:54+0900,m5stack-bme280-device-scd30,26.67073,44.44122,,,,2362.0,11.205924572008632
2021-05-31T00:23:57+0900,m5stack-bme280-device-bme280,24.618,50.65133,1009.93,,,,11.385881231990306
2021-05-31T00:24:00+0900,m5stack-bme280-device-sgp30,,,,3037.0,1624.0,,
2021-05-31T00:23:57+0900,m5stack-bme280-device-scd30,26.65456,44.23676,,,,2360.0,11.14435992479324
2021-05-31T00:24:57+0900,m5stack-bme280-device-bme280,24.5772,50.4402,1009.94,,,,11.3123557599503
2021-05-31T00:25:00+0900,m5stack-bme280-device-sgp30,,,,2999.0,1604.0,,
2021-05-31T00:25:00+0900,m5stack-bme280-device-scd30,26.62252,44.11935,,,,2355.0,11.09502307025753
2021-05-31T00:25:57+0900,m5stack-bme280-device-bme280,24.548,50.5682,1009.934,,,,11.322392312414689
2021-05-31T00:26:00+0900,m5stack-bme280-device-sgp30,,,,2974.0,1596.0,,
2021-05-31T00:25:56+0900,m5stack-bme280-device-scd30,26.61154,44.16182,,,,2345.0,11.098932673975828
2021-05-31T00:26:57+0900,m5stack-bme280-device-bme280,24.5444,50.80254,1009.913,,,,11.372551193804313
2021-05-31T00:27:00+0900,m5stack-bme280-device-sgp30,,,,2967.0,1603.0,,
2021-05-31T00:26:59+0900,m5stack-bme280-device-scd30,26.62089,44.25447,,,,2337.0,11.127995259571035
2021-05-31T00:27:57+0900,m5stack-bme280-device-bme280,24.5596,50.92524,1009.901,,,,11.40980093724276
2021-05-31T00:28:00+0900,m5stack-bme280-device-sgp30,,,,2971.0,1606.0,,
2021-05-31T00:27:55+0900,m5stack-bme280-device-scd30,26.63572,44.31636,,,,2335.0,11.152739435470618
2021-05-31T00:28:57+0900,m5stack-bme280-device-bme280,24.582,51.00859,1009.889,,,,11.442928463767828
2021-05-31T00:29:00+0900,m5stack-bme280-device-sgp30,,,,2969.0,1609.0,,
2021-05-31T00:28:58+0900,m5stack-bme280-device-scd30,26.65679,44.37341,,,,2337.0,11.180169761341215
2021-05-31T00:29:57+0900,m5stack-bme280-device-bme280,24.602,51.2016,1009.874,,,,11.499193681545322
2021-05-31T00:30:00+0900,m5stack-bme280-device-sgp30,,,,2976.0,1616.0,,
2021-05-31T00:29:54+0900,m5stack-bme280-device-scd30,26.68171,44.46928,,,,2336.0,11.21983707376743
2021-05-31T00:30:57+0900,m5stack-bme280-device-bme280,24.6184,51.39101,1009.862,,,,11.552414067325184
2021-05-31T00:31:00+0900,m5stack-bme280-device-sgp30,,,,2991.0,1624.0,,
2021-05-31T00:30:58+0900,m5stack-bme280-device-scd30,26.70456,44.57008,,,,2333.0,11.25954170267675
2021-05-31T00:31:57+0900,m5stack-bme280-device-bme280,24.6364,51.5834,1009.857,,,,11.607439547110763
2021-05-31T00:32:00+0900,m5stack-bme280-device-sgp30,,,,3005.0,1635.0,,
2021-05-31T00:31:54+0900,m5stack-bme280-device-scd30,26.71776,44.66629,,,,2331.0,11.29211653567758
2021-05-31T00:32:57+0900,m5stack-bme280-device-bme280,24.6644,51.67117,1009.861,,,,11.645561730972704
2021-05-31T00:33:00+0900,m5stack-bme280-device-sgp30,,,,2999.0,1626.0,,
2021-05-31T00:32:57+0900,m5stack-bme280-device-scd30,26.73512,44.71597,,,,2330.0,11.31557217517471
2021-05-31T00:33:57+0900,m5stack-bme280-device-bme280,24.6852,51.37277,1009.868,,,,11.59189386924147
2021-05-31T00:34:00+0900,m5stack-bme280-device-sgp30,,,,2965.0,1600.0,,
2021-05-31T00:34:00+0900,m5stack-bme280-device-scd30,26.73734,44.54414,,,,2330.0,11.273478519355963
2021-05-31T00:34:57+0900,m5stack-bme280-device-bme280,24.6884,50.90231,1009.87,,,,11.48781004842243
2021-05-31T00:35:00+0900,m5stack-bme280-device-sgp30,,,,2927.0,1584.0,,
2021-05-31T00:34:56+0900,m5stack-bme280-device-scd30,26.71346,44.35917,,,,2331.0,11.211797337274383
2021-05-31T00:35:57+0900,m5stack-bme280-device-bme280,24.6644,50.70852,1009.862,,,,11.42860128668006
2021-05-31T00:36:00+0900,m5stack-bme280-device-sgp30,,,,2926.0,1593.0,,
2021-05-31T00:35:59+0900,m5stack-bme280-device-scd30,26.68675,44.30516,,,,2331.0,11.181556690472949
2021-05-31T00:36:57+0900,m5stack-bme280-device-bme280,24.6204,50.84707,1009.857,,,,11.431428775929168
2021-05-31T00:37:00+0900,m5stack-bme280-device-sgp30,,,,2945.0,1597.0,,
2021-05-31T00:36:55+0900,m5stack-bme280-device-scd30,26.67667,44.34348,,,,2330.0,11.18496714076009
2021-05-31T00:37:57+0900,m5stack-bme280-device-bme280,24.5924,51.07727,1009.86,,,,11.465060384537209
2021-05-31T00:38:00+0900,m5stack-bme280-device-sgp30,,,,2949.0,1594.0,,
2021-05-31T00:37:58+0900,m5stack-bme280-device-scd30,26.67444,44.41842,,,,2326.0,11.202482649133591
2021-05-31T00:38:57+0900,m5stack-bme280-device-bme280,24.584,51.25977,1009.863,,,,11.500574085353648
2021-05-31T00:38:58+0900,m5stack-bme280-device-sgp30,,,,2948.0,1596.0,,
2021-05-31T00:38:54+0900,m5stack-bme280-device-scd30,26.68646,44.47437,,,,2321.0,11.224080534054924
2021-05-31T00:39:57+0900,m5stack-bme280-device-bme280,24.5892,51.39004,1009.878,,,,11.53318413310194
2021-05-31T00:39:58+0900,m5stack-bme280-device-sgp30,,,,2946.0,1598.0,,
2021-05-31T00:39:57+0900,m5stack-bme280-device-scd30,26.69773,44.53769,,,,2315.0,11.247094566918436
2021-05-31T00:40:57+0900,m5stack-bme280-device-bme280,24.6056,51.55047,1009.897,,,,11.57989645957242
2021-05-31T00:40:59+0900,m5stack-bme280-device-sgp30,,,,2952.0,1604.0,,
2021-05-31T00:41:00+0900,m5stack-bme280-device-scd30,26.70456,44.63399,,,,2309.0,11.275687002622773
2021-05-31T00:41:57+0900,m5stack-bme280-device-bme280,24.6252,51.71184,1009.922,,,,11.628993927188487
2021-05-31T00:41:59+0900,m5stack-bme280-device-sgp30,,,,2967.0,1609.0,,
2021-05-31T00:41:56+0900,m5stack-bme280-device-scd30,26.71746,44.71503,,,,2307.0,11.304250318230553
2021-05-31T00:42:57+0900,m5stack-bme280-device-bme280,24.6496,51.89367,1009.953,,,,11.685952579371014
2021-05-31T00:42:59+0900,m5stack-bme280-device-sgp30,,,,2964.0,1607.0,,
2021-05-31T00:42:59+0900,m5stack-bme280-device-scd30,26.74372,44.83083,,,,2309.0,11.350053017363573
2021-05-31T00:43:57+0900,m5stack-bme280-device-bme280,24.68,51.98672,1009.974,,,,11.726989094326573
2021-05-31T00:43:59+0900,m5stack-bme280-device-sgp30,,,,2951.0,1599.0,,
2021-05-31T00:43:55+0900,m5stack-bme280-device-scd30,26.7639,44.9034,,,,2310.0,11.3811616685248
2021-05-31T00:44:57+0900,m5stack-bme280-device-bme280,24.6992,51.67594,1009.971,,,,11.6695075082058
2021-05-31T00:44:59+0900,m5stack-bme280-device-sgp30,,,,2929.0,1589.0,,
2021-05-31T00:44:58+0900,m5stack-bme280-device-scd30,26.77088,44.8204,,,,2307.0,11.364524425804646
2021-05-31T00:45:57+0900,m5stack-bme280-device-bme280,24.6964,51.24504,1009.968,,,,11.570375030663426
2021-05-31T00:45:59+0900,m5stack-bme280-device-sgp30,,,,2903.0,1576.0,,
2021-05-31T00:45:54+0900,m5stack-bme280-device-scd30,26.75678,44.67231,,,,2304.0,11.318118126238051
2021-05-31T00:46:57+0900,m5stack-bme280-device-bme280,24.6716,51.02848,1009.968,,,,11.505382785075696
2021-05-31T00:46:59+0900,m5stack-bme280-device-sgp30,,,,2887.0,1570.0,,
2021-05-31T00:46:58+0900,m5stack-bme280-device-scd30,26.72488,44.5527,,,,2302.0,11.26785122717322
